Name;System;Orientation;latitude;longitude;date;LocAcc;Species;Owner;Dataset-Name;TVT-split1;TVT-split2;TVT-split3;TVT-split4;TVT-split5
VegAnn_25.png;Handeld Cameras;Nadir;43.916686;4.879169;2019-06;1;Mix;Arvalis;Literal;Test;Training;Training;Training;Training
VegAnn_26.png;Handeld Cameras;Nadir;43.916686;4.879169;2019-06;1;Mix;Arvalis;Literal;Test;Training;Training;Training;Training
VegAnn_27.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_28.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_29.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_30.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_31.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_32.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_33.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_34.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_35.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_36.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_37.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_38.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_39.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_40.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_41.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_42.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_43.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_44.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_45.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_46.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_47.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_48.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_49.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_50.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_51.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_52.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_53.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_54.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_55.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_56.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_57.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_58.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_59.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_60.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_61.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_62.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_63.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_64.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_65.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_66.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_67.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_68.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_69.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_70.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_71.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_72.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_73.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_74.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_75.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_76.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_77.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_78.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_79.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_80.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_81.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_82.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_83.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_84.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_85.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_86.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_87.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_88.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_89.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_90.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_91.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_92.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_93.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_94.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_95.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_96.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_97.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_98.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_99.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_100.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_101.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_102.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_103.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_104.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_105.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_106.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_107.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_108.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_109.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_110.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_111.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_112.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_113.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_114.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_115.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_116.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_117.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_118.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_119.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_120.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_121.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_122.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_123.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_124.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_125.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_126.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_127.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_128.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_129.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_130.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_131.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_132.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_133.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_134.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_135.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_136.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_137.png;Handeld Cameras;45;43.921706;5.915528;2020-12;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_138.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_139.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_140.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_141.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_142.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_143.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_144.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_145.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_146.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_147.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_148.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_149.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_150.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_151.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_152.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_153.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_154.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_155.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_156.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_157.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_158.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_159.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_160.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_161.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_162.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_163.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_164.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_165.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_166.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_167.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_168.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_169.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_170.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_171.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_172.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_173.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_174.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_175.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_176.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_177.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_178.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_179.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_180.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_181.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_182.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_183.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_184.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_185.png;Handeld Cameras;Nadir;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_186.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_187.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_188.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_189.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_190.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_191.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_192.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_193.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_194.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_195.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_196.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_197.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
VegAnn_198.png;Handeld Cameras;45;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Validation;Training;Training;Training
VegAnn_199.png;Handeld Cameras;45;43.921706;5.915528;2020-11;1;Mix;Arvalis;Literal;Training;Training;Training;Training;Training
VegAnn_200.png;Handeld Cameras;Nadir;43.921706;5.915528;2021-01;1;Mix;Arvalis;Literal;Training;Test;Training;Training;Training
